Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
313,Entry Long,Long,2014-09-30 17:15,381,1,1.00,0.26,135.00,0.00,5.00,1.31,1.00,0.26
312,Exit Long,Long SL,2014-09-29 16:30,379,1,-4.00,-1.04,134.00,0.00,0,0.00,4.00,1.04
312,Entry Long,Long,2014-09-29 16:00,383,1,-4.00,-1.04,134.00,0.00,0,0.00,4.00,1.04
311,Exit Long,Closing Bell,2014-09-25 19:15,412,1,-2.00,-0.48,138.00,0.00,3.00,0.72,4.00,0.97
311,Entry Long,Long,2014-09-25 16:30,414,1,-2.00,-0.48,138.00,0.00,3.00,0.72,4.00,0.97
310,Exit Long,Long SL,2014-09-24 17:00,431,1,-5.00,-1.15,140.00,0.00,1.00,0.23,5.00,1.15
310,Entry Long,Long,2014-09-24 16:00,436,1,-5.00,-1.15,140.00,0.00,1.00,0.23,5.00,1.15
309,Exit Long,Long SL,2014-09-23 18:15,396,1,-4.00,-1.00,145.00,0.00,3.00,0.75,4.00,1.00
309,Entry Long,Long,2014-09-23 16:45,400,1,-4.00,-1.00,145.00,0.00,3.00,0.75,4.00,1.00
308,Exit Long,Long Profit,2014-09-20 18:15,429,1,9.00,2.14,149.00,0.00,9.00,2.14,4.00,0.95
308,Entry Long,Long,2014-09-20 16:30,420,1,9.00,2.14,149.00,0.00,9.00,2.14,4.00,0.95
307,Exit Long,Long SL,2014-09-19 16:45,399,1,-5.00,-1.24,140.00,0.00,1.00,0.25,5.00,1.24
307,Entry Long,Long,2014-09-19 16:30,404,1,-5.00,-1.24,140.00,0.00,1.00,0.25,5.00,1.24
306,Exit Long,Long SL,2014-09-18 18:00,431,1,-5.00,-1.15,145.00,0.00,3.00,0.69,5.00,1.15
306,Entry Long,Long,2014-09-18 16:00,436,1,-5.00,-1.15,145.00,0.00,3.00,0.69,5.00,1.15
305,Exit Long,Closing Bell,2014-09-17 19:15,452,1,-2.00,-0.44,150.00,0.00,3.00,0.66,4.00,0.88
305,Entry Long,Long,2014-09-17 16:00,454,1,-2.00,-0.44,150.00,0.00,3.00,0.66,4.00,0.88
304,Exit Long,Closing Bell,2014-09-12 19:15,472,1,-1.00,-0.21,152.00,0.00,0,0.00,3.00,0.63
304,Entry Long,Long,2014-09-12 17:00,473,1,-1.00,-0.21,152.00,0.00,0,0.00,3.00,0.63
303,Exit Long,Closing Bell,2014-09-10 19:15,488,1,1.00,0.21,153.00,0.00,2.00,0.41,1.00,0.21
303,Entry Long,Long,2014-09-10 19:00,487,1,1.00,0.21,153.00,0.00,2.00,0.41,1.00,0.21
302,Exit Long,Closing Bell,2014-09-02 19:15,484,1,6.00,1.26,152.00,0.00,7.00,1.46,2.00,0.42
302,Entry Long,Long,2014-09-02 16:15,478,1,6.00,1.26,152.00,0.00,7.00,1.46,2.00,0.42
301,Exit Long,Closing Bell,2014-09-01 19:15,483,1,0,0.00,146.00,0.00,3.00,0.62,3.00,0.62
301,Entry Long,Long,2014-09-01 16:00,483,1,0,0.00,146.00,0.00,3.00,0.62,3.00,0.62
300,Exit Long,Long SL,2014-08-31 16:15,483,1,-8.00,-1.63,146.00,0.00,0,0.00,10.00,2.04
300,Entry Long,Long,2014-08-31 16:00,491,1,-8.00,-1.63,146.00,0.00,0,0.00,10.00,2.04
299,Exit Long,Long SL,2014-08-21 17:45,522,1,-6.00,-1.14,154.00,0.00,2.00,0.38,6.00,1.14
299,Entry Long,Long,2014-08-21 16:00,528,1,-6.00,-1.14,154.00,0.00,2.00,0.38,6.00,1.14
298,Exit Long,Long Profit,2014-08-20 16:45,507,1,10.00,2.01,160.00,0.00,10.00,2.01,4.00,0.80
298,Entry Long,Long,2014-08-20 16:00,497,1,10.00,2.01,160.00,0.00,10.00,2.01,4.00,0.80
297,Exit Long,Long SL,2014-08-18 16:15,468,1,-6.00,-1.27,150.00,0.00,3.00,0.63,9.00,1.90
297,Entry Long,Long,2014-08-18 16:00,474,1,-6.00,-1.27,150.00,0.00,3.00,0.63,9.00,1.90
296,Exit Long,Long SL,2014-08-17 17:00,495,1,-5.00,-1.00,156.00,0.00,3.00,0.60,5.00,1.00
296,Entry Long,Long,2014-08-17 16:15,500,1,-5.00,-1.00,156.00,0.00,3.00,0.60,5.00,1.00
295,Exit Long,Closing Bell,2014-08-14 19:15,521,1,6.00,1.17,161.00,0.00,9.00,1.75,1.00,0.19
295,Entry Long,Long,2014-08-14 18:15,515,1,6.00,1.17,161.00,0.00,9.00,1.75,1.00,0.19
294,Exit Long,Long Profit,2014-08-13 16:15,550,1,11.00,2.04,155.00,0.00,11.00,2.04,2.00,0.37
294,Entry Long,Long,2014-08-13 16:00,539,1,11.00,2.04,155.00,0.00,11.00,2.04,2.00,0.37
293,Exit Long,Closing Bell,2014-08-08 19:15,591,1,-1.00,-0.17,144.00,0.00,2.00,0.34,2.00,0.34
293,Entry Long,Long,2014-08-08 16:15,592,1,-1.00,-0.17,144.00,0.00,2.00,0.34,2.00,0.34
292,Exit Long,Closing Bell,2014-08-04 19:15,592,1,1.00,0.17,145.00,0.00,5.00,0.85,1.00,0.17
292,Entry Long,Long,2014-08-04 16:30,591,1,1.00,0.17,145.00,0.00,5.00,0.85,1.00,0.17
291,Exit Long,Closing Bell,2014-08-03 19:15,589,1,4.00,0.68,144.00,0.00,6.00,1.03,1.00,0.17
291,Entry Long,Long,2014-08-03 16:30,585,1,4.00,0.68,144.00,0.00,6.00,1.03,1.00,0.17
290,Exit Long,Closing Bell,2014-08-02 19:15,591,1,1.00,0.17,140.00,0.00,2.00,0.34,5.00,0.85
290,Entry Long,Long,2014-08-02 16:30,590,1,1.00,0.17,140.00,0.00,2.00,0.34,5.00,0.85
289,Exit Long,Closing Bell,2014-08-01 19:15,602,1,5.00,0.84,139.00,0.00,10.00,1.68,1.00,0.17
289,Entry Long,Long,2014-08-01 17:15,597,1,5.00,0.84,139.00,0.00,10.00,1.68,1.00,0.17
288,Exit Long,Closing Bell,2014-07-31 19:15,587,1,5.00,0.86,134.00,0.00,8.00,1.37,0,0.00
288,Entry Long,Long,2014-07-31 16:15,582,1,5.00,0.86,134.00,0.00,8.00,1.37,0,0.00
287,Exit Long,Long SL,2014-07-28 17:30,576,1,-6.00,-1.03,129.00,0.00,3.00,0.52,6.00,1.03
287,Entry Long,Long,2014-07-28 16:45,582,1,-6.00,-1.03,129.00,0.00,3.00,0.52,6.00,1.03
286,Exit Long,Closing Bell,2014-07-24 19:15,603,1,3.00,0.50,135.00,0.00,7.00,1.17,3.00,0.50
286,Entry Long,Long,2014-07-24 16:00,600,1,3.00,0.50,135.00,0.00,7.00,1.17,3.00,0.50
285,Exit Long,Closing Bell,2014-07-21 19:15,622,1,1.00,0.16,132.00,0.00,2.00,0.32,3.00,0.48
285,Entry Long,Long,2014-07-21 16:15,621,1,1.00,0.16,132.00,0.00,2.00,0.32,3.00,0.48
284,Exit Long,Closing Bell,2014-07-19 19:15,630,1,0,0.00,131.00,0.00,0,0.00,3.00,0.48
284,Entry Long,Long,2014-07-19 16:45,630,1,0,0.00,131.00,0.00,0,0.00,3.00,0.48
283,Exit Long,Closing Bell,2014-07-17 19:15,629,1,10.00,1.62,131.00,0.00,10.00,1.62,4.00,0.65
283,Entry Long,Long,2014-07-17 16:00,619,1,10.00,1.62,131.00,0.00,10.00,1.62,4.00,0.65
282,Exit Long,Closing Bell,2014-07-16 19:15,619,1,1.00,0.16,121.00,0.00,2.00,0.32,2.00,0.32
282,Entry Long,Long,2014-07-16 16:45,618,1,1.00,0.16,121.00,0.00,2.00,0.32,2.00,0.32
281,Exit Long,Closing Bell,2014-07-14 19:15,621,1,-1.00,-0.16,120.00,0.00,1.00,0.16,3.00,0.48
281,Entry Long,Long,2014-07-14 18:15,622,1,-1.00,-0.16,120.00,0.00,1.00,0.16,3.00,0.48
280,Exit Long,Long Profit,2014-07-11 13:30,624,1,13.00,2.13,121.00,0.00,13.00,2.13,1.00,0.16
280,Entry Long,Long,2014-07-10 16:00,611,1,13.00,2.13,121.00,0.00,13.00,2.13,1.00,0.16
279,Exit Long,Closing Bell,2014-07-02 19:15,656,1,6.00,0.92,108.00,0.00,9.00,1.38,0,0.00
279,Entry Long,Long,2014-07-02 16:00,650,1,6.00,0.92,108.00,0.00,9.00,1.38,0,0.00
278,Exit Long,Closing Bell,2014-07-01 19:15,653,1,-2.00,-0.31,102.00,0.00,4.00,0.61,4.00,0.61
278,Entry Long,Long,2014-07-01 16:00,655,1,-2.00,-0.31,102.00,0.00,4.00,0.61,4.00,0.61
277,Exit Long,Closing Bell,2014-06-30 19:15,624,1,5.00,0.81,104.00,0.00,5.00,0.81,1.00,0.16
277,Entry Long,Long,2014-06-30 16:15,619,1,5.00,0.81,104.00,0.00,5.00,0.81,1.00,0.16
276,Exit Long,Closing Bell,2014-06-27 19:15,587,1,-2.00,-0.34,99.00,0.00,1.00,0.17,5.00,0.85
276,Entry Long,Long,2014-06-27 16:00,589,1,-2.00,-0.34,99.00,0.00,1.00,0.17,5.00,0.85
275,Exit Long,Closing Bell,2014-06-26 19:15,571,1,3.00,0.53,101.00,0.00,6.00,1.06,4.00,0.70
275,Entry Long,Long,2014-06-26 16:00,568,1,3.00,0.53,101.00,0.00,6.00,1.06,4.00,0.70
274,Exit Long,Closing Bell,2014-06-25 19:15,564,1,1.00,0.18,98.00,0.00,7.00,1.24,1.00,0.18
274,Entry Long,Long,2014-06-25 16:15,563,1,1.00,0.18,98.00,0.00,7.00,1.24,1.00,0.18
273,Exit Long,Closing Bell,2014-06-23 19:15,589,1,0,0.00,97.00,0.00,0,0.00,5.00,0.85
273,Entry Long,Long,2014-06-23 16:15,589,1,0,0.00,97.00,0.00,0,0.00,5.00,0.85
272,Exit Long,Closing Bell,2014-06-17 19:15,599,1,2.00,0.34,97.00,0.00,3.00,0.50,4.00,0.67
272,Entry Long,Long,2014-06-17 16:15,597,1,2.00,0.34,97.00,0.00,3.00,0.50,4.00,0.67
271,Exit Long,Long SL,2014-06-13 16:45,597,1,-7.00,-1.16,95.00,0.00,1.00,0.17,7.00,1.16
271,Entry Long,Long,2014-06-13 16:30,604,1,-7.00,-1.16,95.00,0.00,1.00,0.17,7.00,1.16
270,Exit Long,Closing Bell,2014-06-11 19:15,643,1,3.00,0.47,102.00,0.00,5.00,0.78,3.00,0.47
270,Entry Long,Long,2014-06-11 16:00,640,1,3.00,0.47,102.00,0.00,5.00,0.78,3.00,0.47
269,Exit Long,Closing Bell,2014-06-08 19:15,653,1,-5.00,-0.76,99.00,0.00,0,0.00,5.00,0.76
269,Entry Long,Long,2014-06-08 16:15,658,1,-5.00,-0.76,99.00,0.00,0,0.00,5.00,0.76
268,Exit Long,Closing Bell,2014-06-06 19:15,659,1,-1.00,-0.15,104.00,0.00,2.00,0.30,5.00,0.76
268,Entry Long,Long,2014-06-06 16:00,660,1,-1.00,-0.15,104.00,0.00,2.00,0.30,5.00,0.76
267,Exit Long,Closing Bell,2014-06-04 19:15,649,1,0,0.00,105.00,0.00,6.00,0.92,4.00,0.62
267,Entry Long,Long,2014-06-04 16:00,649,1,0,0.00,105.00,0.00,6.00,0.92,4.00,0.62
266,Exit Long,Closing Bell,2014-06-03 19:15,673,1,10.00,1.51,105.00,0.00,10.00,1.51,2.00,0.30
266,Entry Long,Long,2014-06-03 16:00,663,1,10.00,1.51,105.00,0.00,10.00,1.51,2.00,0.30
265,Exit Long,Long Profit,2014-06-01 18:00,662,1,13.00,2.00,95.00,0.00,13.00,2.00,1.00,0.15
265,Entry Long,Long,2014-06-01 16:15,649,1,13.00,2.00,95.00,0.00,13.00,2.00,1.00,0.15
264,Exit Long,Long SL,2014-05-30 17:15,606,1,-7.00,-1.14,82.00,0.00,4.00,0.65,7.00,1.14
264,Entry Long,Long,2014-05-30 16:00,613,1,-7.00,-1.14,82.00,0.00,4.00,0.65,7.00,1.14
263,Exit Long,Closing Bell,2014-05-29 19:15,569,1,-2.00,-0.35,89.00,0.00,2.00,0.35,4.00,0.70
263,Entry Long,Long,2014-05-29 16:00,571,1,-2.00,-0.35,89.00,0.00,2.00,0.35,4.00,0.70
262,Exit Long,Closing Bell,2014-05-28 19:15,576,1,4.00,0.70,91.00,0.00,7.00,1.22,2.00,0.35
262,Entry Long,Long,2014-05-28 16:00,572,1,4.00,0.70,91.00,0.00,7.00,1.22,2.00,0.35
261,Exit Long,Long Profit,2014-05-27 19:00,578,1,12.00,2.12,87.00,0.00,12.00,2.12,3.00,0.53
261,Entry Long,Long,2014-05-27 16:45,566,1,12.00,2.12,87.00,0.00,12.00,2.12,3.00,0.53
260,Exit Long,Long SL,2014-05-25 17:45,565,1,-6.00,-1.05,75.00,0.00,7.00,1.23,6.00,1.05
260,Entry Long,Long,2014-05-25 16:30,571,1,-6.00,-1.05,75.00,0.00,7.00,1.23,6.00,1.05
259,Exit Long,Closing Bell,2014-05-22 19:15,519,1,1.00,0.19,81.00,0.00,4.00,0.77,4.00,0.77
259,Entry Long,Long,2014-05-22 16:00,518,1,1.00,0.19,81.00,0.00,4.00,0.77,4.00,0.77
258,Exit Long,Closing Bell,2014-05-21 19:15,494,1,-1.00,-0.20,80.00,0.00,1.00,0.20,2.00,0.40
258,Entry Long,Long,2014-05-21 19:00,495,1,-1.00,-0.20,80.00,0.00,1.00,0.20,2.00,0.40
257,Exit Long,Closing Bell,2014-05-17 19:15,449,1,-2.00,-0.44,81.00,0.00,0,0.00,3.00,0.67
257,Entry Long,Long,2014-05-17 16:45,451,1,-2.00,-0.44,81.00,0.00,0,0.00,3.00,0.67
256,Exit Long,Closing Bell,2014-05-16 19:15,450,1,-2.00,-0.44,83.00,0.00,0,0.00,4.00,0.88
256,Entry Long,Long,2014-05-16 16:00,452,1,-2.00,-0.44,83.00,0.00,0,0.00,4.00,0.88
255,Exit Long,Closing Bell,2014-05-13 19:15,440,1,1.00,0.23,85.00,0.00,1.00,0.23,4.00,0.91
255,Entry Long,Long,2014-05-13 16:45,439,1,1.00,0.23,85.00,0.00,1.00,0.23,4.00,0.91
254,Exit Long,Closing Bell,2014-05-12 19:15,441,1,3.00,0.68,84.00,0.00,6.00,1.37,0,0.00
254,Entry Long,Long,2014-05-12 16:00,438,1,3.00,0.68,84.00,0.00,6.00,1.37,0,0.00
253,Exit Long,Closing Bell,2014-05-09 19:15,452,1,1.00,0.22,81.00,0.00,6.00,1.33,0,0.00
253,Entry Long,Long,2014-05-09 16:15,451,1,1.00,0.22,81.00,0.00,6.00,1.33,0,0.00
252,Exit Long,Long SL,2014-05-08 16:45,443,1,-5.00,-1.12,80.00,0.00,0,0.00,5.00,1.12
252,Entry Long,Long,2014-05-08 16:30,448,1,-5.00,-1.12,80.00,0.00,0,0.00,5.00,1.12
251,Exit Long,Long Profit,2014-05-07 18:45,452,1,9.00,2.03,85.00,0.00,9.00,2.03,3.00,0.68
251,Entry Long,Long,2014-05-07 16:15,443,1,9.00,2.03,85.00,0.00,9.00,2.03,3.00,0.68
250,Exit Long,Closing Bell,2014-05-06 19:15,431,1,-1.00,-0.23,76.00,0.00,0,0.00,3.00,0.69
250,Entry Long,Long,2014-05-06 16:15,432,1,-1.00,-0.23,76.00,0.00,0,0.00,3.00,0.69
249,Exit Long,Long SL,2014-05-05 19:00,427,1,-5.00,-1.16,77.00,0.00,4.00,0.93,5.00,1.16
249,Entry Long,Long,2014-05-05 18:00,432,1,-5.00,-1.16,77.00,0.00,4.00,0.93,5.00,1.16
248,Exit Long,Closing Bell,2014-05-04 19:15,437,1,2.00,0.46,82.00,0.00,3.00,0.69,2.00,0.46
248,Entry Long,Long,2014-05-04 16:45,435,1,2.00,0.46,82.00,0.00,3.00,0.69,2.00,0.46
247,Exit Long,Long SL,2014-05-03 18:15,437,1,-5.00,-1.13,80.00,0.00,0,0.00,5.00,1.13
247,Entry Long,Long,2014-05-03 16:00,442,1,-5.00,-1.13,80.00,0.00,0,0.00,5.00,1.13
246,Exit Long,Closing Bell,2014-05-02 19:15,450,1,0,0.00,85.00,0.00,2.00,0.44,0,0.00
246,Entry Long,Long,2014-05-02 19:00,450,1,0,0.00,85.00,0.00,2.00,0.44,0,0.00
245,Exit Long,Closing Bell,2014-05-01 19:15,463,1,7.00,1.54,85.00,0.00,9.00,1.97,1.00,0.22
245,Entry Long,Long,2014-05-01 18:15,456,1,7.00,1.54,85.00,0.00,9.00,1.97,1.00,0.22
244,Exit Long,Closing Bell,2014-04-30 19:15,448,1,-1.00,-0.22,78.00,0.00,0,0.00,5.00,1.11
244,Entry Long,Long,2014-04-30 18:30,449,1,-1.00,-0.22,78.00,0.00,0,0.00,5.00,1.11
243,Exit Long,Long Profit,2014-04-28 18:00,448,1,9.00,2.05,79.00,0.00,9.00,2.05,2.00,0.46
243,Entry Long,Long,2014-04-28 16:00,439,1,9.00,2.05,79.00,0.00,9.00,2.05,2.00,0.46
242,Exit Long,Long Profit,2014-04-26 17:00,470,1,10.00,2.17,70.00,0.00,10.00,2.17,0,0.00
242,Entry Long,Long,2014-04-26 16:15,460,1,10.00,2.17,70.00,0.00,10.00,2.17,0,0.00
241,Exit Long,Long SL,2014-04-25 16:15,452,1,-5.00,-1.09,60.00,0.00,5.00,1.09,5.00,1.09
241,Entry Long,Long,2014-04-25 16:00,457,1,-5.00,-1.09,60.00,0.00,5.00,1.09,5.00,1.09
240,Exit Long,Closing Bell,2014-04-24 19:15,491,1,0,0.00,65.00,0.00,1.00,0.20,4.00,0.81
240,Entry Long,Long,2014-04-24 16:00,491,1,0,0.00,65.00,0.00,1.00,0.20,4.00,0.81
239,Exit Long,Long SL,2014-04-22 17:00,490,1,-5.00,-1.01,65.00,0.00,2.00,0.40,5.00,1.01
239,Entry Long,Long,2014-04-22 16:15,495,1,-5.00,-1.01,65.00,0.00,2.00,0.40,5.00,1.01
238,Exit Long,Closing Bell,2014-04-18 19:15,482,1,0,0.00,70.00,0.00,3.00,0.62,4.00,0.83
238,Entry Long,Long,2014-04-18 16:30,482,1,0,0.00,70.00,0.00,3.00,0.62,4.00,0.83
237,Exit Long,Long SL,2014-04-16 18:45,509,1,-6.00,-1.17,70.00,0.00,4.00,0.78,6.00,1.17
237,Entry Long,Long,2014-04-16 16:45,515,1,-6.00,-1.17,70.00,0.00,4.00,0.78,6.00,1.17
236,Exit Long,Closing Bell,2014-04-15 19:15,498,1,1.00,0.20,76.00,0.00,8.00,1.61,0,0.00
236,Entry Long,Long,2014-04-15 18:00,497,1,1.00,0.20,76.00,0.00,8.00,1.61,0,0.00
235,Exit Long,Long SL,2014-04-14 17:30,460,1,-5.00,-1.08,75.00,0.00,1.00,0.22,5.00,1.08
235,Entry Long,Long,2014-04-14 17:00,465,1,-5.00,-1.08,75.00,0.00,1.00,0.22,5.00,1.08
234,Exit Long,Long Profit,2014-04-12 19:00,429,1,9.00,2.14,80.00,0.00,9.00,2.14,3.00,0.71
234,Entry Long,Long,2014-04-12 16:45,420,1,9.00,2.14,80.00,0.00,9.00,2.14,3.00,0.71
233,Exit Long,Closing Bell,2014-04-11 19:15,426,1,-1.00,-0.23,71.00,0.00,0,0.00,4.00,0.94
233,Entry Long,Long,2014-04-11 18:45,427,1,-1.00,-0.23,71.00,0.00,0,0.00,4.00,0.94
232,Exit Long,Long SL,2014-04-10 16:30,407,1,-5.00,-1.21,72.00,0.00,2.00,0.49,9.00,2.18
232,Entry Long,Long,2014-04-10 16:15,412,1,-5.00,-1.21,72.00,0.00,2.00,0.49,9.00,2.18
231,Exit Long,Long SL,2014-04-06 17:15,451,1,-5.00,-1.10,77.00,0.00,0,0.00,5.00,1.10
231,Entry Long,Long,2014-04-06 17:00,456,1,-5.00,-1.10,77.00,0.00,0,0.00,5.00,1.10
230,Exit Long,Long Profit,2014-04-03 18:00,449,1,9.00,2.05,82.00,0.00,9.00,2.05,3.00,0.68
230,Entry Long,Long,2014-04-03 17:30,440,1,9.00,2.05,82.00,0.00,9.00,2.05,3.00,0.68
229,Exit Long,Closing Bell,2014-04-01 19:15,484,1,1.00,0.21,73.00,0.00,7.00,1.45,1.00,0.21
229,Entry Long,Long,2014-04-01 18:15,483,1,1.00,0.21,73.00,0.00,7.00,1.45,1.00,0.21
228,Exit Long,Long SL,2014-03-31 16:15,457,1,-5.00,-1.08,72.00,0.00,2.00,0.43,5.00,1.08
228,Entry Long,Long,2014-03-31 16:00,462,1,-5.00,-1.08,72.00,0.00,2.00,0.43,5.00,1.08
227,Exit Long,Long SL,2014-03-30 16:15,452,1,-5.00,-1.09,77.00,0.00,11.00,2.41,5.00,1.09
227,Entry Long,Long,2014-03-30 16:00,457,1,-5.00,-1.09,77.00,0.00,11.00,2.41,5.00,1.09
226,Exit Long,Closing Bell,2014-03-23 18:15,566,1,-1.00,-0.18,82.00,0.00,0,0.00,3.00,0.53
226,Entry Long,Long,2014-03-23 18:00,567,1,-1.00,-0.18,82.00,0.00,0,0.00,3.00,0.53
225,Exit Long,Closing Bell,2014-03-21 18:15,580,1,0,0.00,83.00,0.00,5.00,0.86,5.00,0.86
225,Entry Long,Long,2014-03-21 17:45,580,1,0,0.00,83.00,0.00,5.00,0.86,5.00,0.86
224,Exit Long,Closing Bell,2014-03-18 18:15,612,1,0,0.00,83.00,0.00,5.00,0.82,6.00,0.98
224,Entry Long,Long,2014-03-18 15:30,612,1,0,0.00,83.00,0.00,5.00,0.82,6.00,0.98
223,Exit Long,Closing Bell,2014-03-15 18:15,635,1,4.00,0.63,83.00,0.00,6.00,0.95,0,0.00
223,Entry Long,Long,2014-03-15 16:00,631,1,4.00,0.63,83.00,0.00,6.00,0.95,0,0.00
222,Exit Long,Closing Bell,2014-03-14 18:15,634,1,-2.00,-0.31,79.00,0.00,8.00,1.26,3.00,0.47
222,Entry Long,Long,2014-03-14 15:45,636,1,-2.00,-0.31,79.00,0.00,8.00,1.26,3.00,0.47
221,Exit Long,Closing Bell,2014-03-12 18:15,643,1,8.00,1.26,81.00,0.00,10.00,1.57,1.00,0.16
221,Entry Long,Long,2014-03-12 15:15,635,1,8.00,1.26,81.00,0.00,10.00,1.57,1.00,0.16
220,Exit Long,Closing Bell,2014-03-10 18:15,627,1,1.00,0.16,73.00,0.00,4.00,0.64,4.00,0.64
220,Entry Long,Long,2014-03-10 17:30,626,1,1.00,0.16,73.00,0.00,4.00,0.64,4.00,0.64
219,Exit Long,Long SL,2014-03-05 16:45,662,1,-7.00,-1.05,72.00,0.00,9.00,1.35,7.00,1.05
219,Entry Long,Long,2014-03-05 16:00,669,1,-7.00,-1.05,72.00,0.00,9.00,1.35,7.00,1.05
218,Exit Long,Long SL,2014-03-04 16:15,689,1,-7.00,-1.01,79.00,0.00,3.00,0.43,7.00,1.01
218,Entry Long,Long,2014-03-04 15:00,696,1,-7.00,-1.01,79.00,0.00,3.00,0.43,7.00,1.01
217,Exit Long,Long Profit,2014-02-28 18:00,577,1,12.00,2.12,86.00,0.00,12.00,2.12,1.00,0.18
217,Entry Long,Long,2014-02-28 15:45,565,1,12.00,2.12,86.00,0.00,12.00,2.12,1.00,0.18
216,Exit Long,Long SL,2014-02-27 16:15,586,1,-6.00,-1.01,74.00,0.00,8.00,1.35,6.00,1.01
216,Entry Long,Long,2014-02-27 15:45,592,1,-6.00,-1.01,74.00,0.00,8.00,1.35,6.00,1.01
215,Exit Long,Long SL,2014-02-26 15:45,564,1,-6.00,-1.05,80.00,0.00,4.00,0.70,6.00,1.05
215,Entry Long,Long,2014-02-26 15:15,570,1,-6.00,-1.05,80.00,0.00,4.00,0.70,6.00,1.05
214,Exit Long,Long Profit,2014-02-25 16:00,508,1,10.00,2.01,86.00,0.00,10.00,2.01,0,0.00
214,Entry Long,Long,2014-02-25 15:45,498,1,10.00,2.01,86.00,0.00,10.00,2.01,0,0.00
213,Exit Long,Long SL,2014-02-24 16:15,572,1,-6.00,-1.04,76.00,0.00,0,0.00,6.00,1.04
213,Entry Long,Long,2014-02-24 16:00,578,1,-6.00,-1.04,76.00,0.00,0,0.00,6.00,1.04
212,Exit Long,Long Profit,2014-02-22 17:30,596,1,12.00,2.05,82.00,0.00,12.00,2.05,4.00,0.68
212,Entry Long,Long,2014-02-22 17:15,584,1,12.00,2.05,82.00,0.00,12.00,2.05,4.00,0.68
211,Exit Long,Long SL,2014-02-20 17:00,594,1,-6.00,-1.00,70.00,0.00,2.00,0.33,6.00,1.00
211,Entry Long,Long,2014-02-20 16:00,600,1,-6.00,-1.00,70.00,0.00,2.00,0.33,6.00,1.00
210,Exit Long,Long SL,2014-02-16 15:45,627,1,-7.00,-1.10,76.00,0.00,6.00,0.95,7.00,1.10
210,Entry Long,Long,2014-02-16 15:00,634,1,-7.00,-1.10,76.00,0.00,6.00,0.95,7.00,1.10
209,Exit Long,Long SL,2014-02-15 15:15,652,1,-7.00,-1.06,83.00,0.00,1.00,0.15,7.00,1.06
209,Entry Long,Long,2014-02-15 15:00,659,1,-7.00,-1.06,83.00,0.00,1.00,0.15,7.00,1.06
208,Exit Long,Long Profit,2014-02-14 17:15,690,1,14.00,2.07,90.00,0.00,14.00,2.07,6.00,0.89
208,Entry Long,Long,2014-02-14 16:45,676,1,14.00,2.07,90.00,0.00,14.00,2.07,6.00,0.89
207,Exit Long,Closing Bell,2014-02-12 18:15,668,1,3.00,0.45,76.00,0.00,11.00,1.65,0,0.00
207,Entry Long,Long,2014-02-12 17:15,665,1,3.00,0.45,76.00,0.00,11.00,1.65,0,0.00
206,Exit Long,Long Profit,2014-02-10 16:30,681,1,14.00,2.10,73.00,0.00,14.00,2.10,6.00,0.90
206,Entry Long,Long,2014-02-10 15:45,667,1,14.00,2.10,73.00,0.00,14.00,2.10,6.00,0.90
205,Exit Long,Closing Bell,2014-02-08 18:15,711,1,-2.00,-0.28,59.00,0.00,1.00,0.14,5.00,0.70
205,Entry Long,Long,2014-02-08 17:15,713,1,-2.00,-0.28,59.00,0.00,1.00,0.14,5.00,0.70
204,Exit Long,Long SL,2014-02-07 15:30,725,1,-8.00,-1.09,61.00,0.00,1.00,0.14,8.00,1.09
204,Entry Long,Long,2014-02-07 15:15,733,1,-8.00,-1.09,61.00,0.00,1.00,0.14,8.00,1.09
203,Exit Long,Closing Bell,2014-02-01 18:15,818,1,-4.00,-0.49,69.00,0.00,5.00,0.61,5.00,0.61
203,Entry Long,Long,2014-02-01 15:00,822,1,-4.00,-0.49,69.00,0.00,5.00,0.61,5.00,0.61
202,Exit Long,Closing Bell,2014-01-31 18:15,804,1,0,0.00,73.00,0.00,4.00,0.50,6.00,0.75
202,Entry Long,Long,2014-01-31 16:15,804,1,0,0.00,73.00,0.00,4.00,0.50,6.00,0.75
201,Exit Long,Long Profit,2014-01-30 17:15,803,1,16.00,2.03,73.00,0.00,16.00,2.03,2.00,0.25
201,Entry Long,Long,2014-01-30 15:30,787,1,16.00,2.03,73.00,0.00,16.00,2.03,2.00,0.25
200,Exit Long,Long SL,2014-01-28 15:45,789,1,-8.00,-1.00,57.00,0.00,13.00,1.63,8.00,1.00
200,Entry Long,Long,2014-01-28 15:00,797,1,-8.00,-1.00,57.00,0.00,13.00,1.63,8.00,1.00
199,Exit Long,Long SL,2014-01-27 17:15,801,1,-9.00,-1.11,65.00,0.00,5.00,0.62,9.00,1.11
199,Entry Long,Long,2014-01-27 15:00,810,1,-9.00,-1.11,65.00,0.00,5.00,0.62,9.00,1.11
198,Exit Long,Long Profit,2014-01-26 16:15,832,1,17.00,2.09,74.00,0.00,17.00,2.09,0,0.00
198,Entry Long,Long,2014-01-26 15:30,815,1,17.00,2.09,74.00,0.00,17.00,2.09,0,0.00
197,Exit Long,Closing Bell,2014-01-22 18:15,818,1,10.00,1.24,57.00,0.00,12.00,1.49,4.00,0.50
