day_of_week,day_of_month,next_2_days
2,8,-1.9425019597748023
3,9,-0.5485944141293275
4,10,-4.120439847898769
5,11,-5.516153131692959
1,14,-2.314055188579238
2,15,0.4170157772254933
3,16,-3.0456824532312297
4,17,-9.219266280682035
5,18,-5.759160953011901
1,21,5.3979884365465445
2,22,-1.1111100318500724
3,23,-5.208336437741792
4,24,-1.6853960677187325
5,25,-7.875454676453764
1,28,-7.523809160505023
2,29,-5.268396267777707
3,30,-0.10298896851234567
4,1,-7.450158006726556
5,2,2.1649488894462365
1,5,10.884354550605291
2,6,7.164480818154417
3,7,7.873215529523778
4,8,-4.89641722874633
5,9,-6.445500406464122
2,13,-0.495051374716754
3,14,4.964536745690228
4,15,4.3781051943555
5,16,5.791509665572366
1,19,3.5271677181327767
2,20,-4.197080625418918
3,21,-0.18415750204060843
4,22,1.3333366030738467
5,23,-3.9667924273333615
1,26,-5.357148779193839
2,27,-2.8818462548723507
3,28,3.574981343212907
4,29,3.8575702924497572
5,30,3.7392078450362485
1,2,2.6666641235351562
3,4,2.680221534495512
4,5,6.864570900954196
5,6,1.5301537493007318
1,9,-3.559034590229673
2,10,-1.8617025099136053
3,11,-3.5103456498672623
4,12,-5.781385793060766
5,13,-1.1194018896451168
1,16,-2.1093025943598076
2,17,-4.150948285122699
3,18,-3.5259515703447826
4,19,-4.527559498577561
5,20,0.20304064279001913
1,23,-1.7525781405847713
2,24,-5.673753520116296
3,25,-0.3147925898402761
5,27,0.7518763874244885
1,30,-4.736840097527755
2,1,-1.705755282089844
3,2,-0.3314887551262628
4,3,0.7592157570162035
5,4,0.0
1,7,-5.4897764367709305
2,8,-4.878054453743415
3,9,-5.353067513083424
4,10,-6.6433531456025054
5,11,-2.2864082366241445
1,14,-0.9987565325498203
2,15,-4.9261096182871515
3,16,5.422444358724662
4,17,5.569946114311335
5,18,-0.8373169581210334
1,21,-2.453985504617773
2,22,-3.980698736122687
3,23,-2.389931886059548
4,24,0.0
1,28,4.381445136076786
2,29,2.0100483246901604
3,30,-6.66667176862779
4,31,-7.019700774108728
1,4,6.878306678072914
2,5,8.874172971758988
3,6,6.064353660209142
4,7,3.163008111452271
5,8,-2.1003425660583623
1,11,3.7735927567532066
2,12,6.0786561899655505
3,13,1.3636350336153933
4,14,-4.382015801848328
5,15,-4.932741371011594
1,18,1.4101043752245503
2,19,1.1792498451403768
3,20,-4.866744736088041
4,21,-4.428905802096795
5,22,1.21803143733355
1,25,-0.6097584377790879
2,26,-3.369442509106671
3,27,-2.5766818544671866
4,28,2.4906577324521844
5,29,1.3853920997692264
1,1,-1.701086238583139
2,2,-0.1242264427936994
3,3,-3.8318904441599537
4,4,-5.223881570730074
5,5,-3.213367522597515
1,8,-1.57480167140813
2,9,7.835320840791169
3,10,13.333333333333334
4,11,8.866998487392648
1,15,-0.23529950310202208
2,16,-1.470589504490684
3,17,2.830197379104905
4,18,-5.6257149135720335
5,19,-3.325687534088114
2,23,1.581509856664611
3,24,-1.0676174297720142
4,25,-0.7185678667734172
5,26,0.11990681893132675
1,29,5.066345937594727
2,1,4.311372936894174
3,2,0.11481318987414675
4,3,1.2629122410503248
5,4,2.9816429730008465
1,7,-0.11337047112810376
2,8,-2.783964507171249
3,9,-3.2917133716282443
4,10,-4.810986765665276
5,11,-2.4647890477002794
1,14,-2.4067479282832362
2,15,-0.3610190749772742
3,16,-1.1097312296366713
4,17,-2.6569966237854907
5,18,0.37406148701837666
1,21,-1.4888381656181968
2,22,-2.3602491020949206
3,23,-4.408059220532199
4,24,-3.5623435757265627
1,28,1.9762795192978948
2,29,-3.5620050612679135
3,30,-7.235141593533151
4,31,-3.419972666989385
5,1,-6.267406964120527
1,4,-7.507078431540738
