AAPL;MSFT;AMZN;GOOGL;META;BRK-B;JNJ;JPM;V;PG;XOM;VZ;INTC;CSCO;KO;HD;MRK;PFE;DIS;WMT;BA;GS;MMM;AXP;CAT;TRV;MCD;IBM;JPM;NKE;GOOG;TSLA;NVDA;ADBE;NFLX;CRM;PYPL;AVGO;AMGN;TXN
percent/trade;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hitrate;0,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of trades;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Return;44,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.05.2022;138984,9662;0,08360493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2022;138981,2937;0,083580715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.05.2022;138607,9376;0,234132043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.05.2022;139195,1884;0,237363165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.05.2022;140572,4584;0,159495756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.05.2022;140981,9584;0,161937108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.2022;140807,6277;0,160899521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.2022;140222,6277;0,157398847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.2022;141418,368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.06.2022;141418,368;0,451215355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.06.2022;138809,8378;0,999930927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.06.2022;138219,9582;0,999930632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.06.2022;141582,4148;0,99993228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.06.2022;136241,5891;0,999929625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2022;137738,5856;0,71911845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.2022;139717,5659;0,241197149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.06.2022;139472,0484;0,239861402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.06.2022;139190,5659;0,238324188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24.06.2022;140524,8072;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.06.2022;140524,8072;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.06.2022;140524,8072;0,124577295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.06.2022;140772,5665;0,126118036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.06.2022;140330,8367;0,123367253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.07.2022;140876,8865;0,12676515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.2022;141519,1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
